,ID,H,LAT,LON,Error_H(km),Error_LAT(km),Error_LON(km)
0,0.0,50.973843549426114,0.005216595185368668,-147.7869524308945,0.973843549426114,0.785422356521825,0.15818464382686515
1,1.0,50.440342260160776,0.0048247515058959705,-147.2838021328654,0.4403422601607758,0.02065423056278624,0.14633295397315058
2,2.0,50.747943047517,0.006673567026933854,-146.75224430267266,0.7479430475169977,0.03471105818632676,0.20242555823761296
3,3.0,50.76213800170662,0.046926133990268126,-146.22071405698105,0.7621380017066173,0.08923989244195336,1.423048575088765
4,4.0,50.354745197499014,0.008579190812656024,-145.704714878099,0.3547451974990139,0.3272155779798743,0.260271102769509
5,5.0,50.63503666512415,0.0011513390042171719,-145.2118559533166,0.6350366651241472,1.4453307590195874,0.035064072833989365
6,6.0,52.058222551949186,0.02327790971585014,-144.6073992771825,2.0582225519491857,0.8205414573757702,0.7060461535579825
7,7.0,50.274317131341625,0.0013344933482902278,-144.11820389986457,0.2743171313416255,0.40866475722456286,0.04067857289187019
8,8.0,50.164542173281106,6.747305731421056e-05,-143.58929691044852,0.16454217328110587,0.4336818422653787,0.002288595964520725
9,9.0,50.59986404531127,0.0027500857833606084,-143.0514937862351,0.5998640453112714,0.1889686377754837,0.08366472505913271
10,10.0,50.23629321720382,-0.0011576713900843434,-142.5245703309811,0.2362932172038228,0.2741331242900025,0.0348012417332983
11,11.0,50.80732591023497,0.008154196865778562,-141.98295757997155,0.8073259102349724,0.08610072852363558,0.24756580249274623
12,12.0,50.80732591023497,0.008154196865778562,-141.98295757997155,0.8073259102349724,0.08610072852363558,0.24756580249274623
13,13.0,18.33396895155777,-1.5319778967521545,-141.62241357287223,31.66603104844223,21.107495134647454,46.45433872506199
14,14.0,18.33396895155777,-1.5319778967521545,-141.62241357287223,31.66603104844223,21.107495134647454,46.45433872506199
15,15.0,18.33396895155777,-1.5319778967521545,-141.62241357287223,31.66603104844223,21.107495134647454,46.45433872506199
16,16.0,18.33396895155777,-1.5319778967521545,-141.62241357287223,31.66603104844223,21.107495134647454,46.45433872506199
17,17.0,18.33396895155777,-1.5319778967521545,-141.62241357287223,31.66603104844223,21.107495134647454,46.45433872506199
18,18.0,50.83213017845982,0.002083973533622626,-138.27975172279082,0.8321301784598205,0.06309448632161478,0.0637085566919025
19,19.0,50.83213017845982,0.002083973533622626,-138.27975172279082,0.8321301784598205,0.06309448632161478,0.0637085566919025
20,20.0,50.83213017845982,0.002083973533622626,-138.27975172279082,0.8321301784598205,0.06309448632161478,0.0637085566919025
